timestamp,hook_event_name,session_id,verdict
2026-08-07T01:31:51Z,SessionEnd,1718f55c-e997-4c28-ae31-c271738718df,matched
2026-08-07T01:44:04Z,Notification,3334b280-ea5a-46c6-85d0-f5c030c2c851,matched
2026-08-07T01:48:55Z,Notification,3334b280-ea5a-46c6-85d0-f5c030c2c851,matched
2026-08-07T01:53:43Z,Notification,3334b280-ea5a-46c6-85d0-f5c030c2c851,matched
2026-08-07T02:11:28Z,Notification,3334b280-ea5a-46c6-85d0-f5c030c2c851,matched
2026-08-07T02:20:10Z,Notification,3334b280-ea5a-46c6-85d0-f5c030c2c851,matched
2026-08-07T02:46:25Z,Notification,3334b280-ea5a-46c6-85d0-f5c030c2c851,matched
2026-08-07T02:54:35Z,Notification,3334b280-ea5a-46c6-85d0-f5c030c2c851,matched
2026-08-07T02:57:28Z,Notification,3334b280-ea5a-46c6-85d0-f5c030c2c851,matched
2026-08-07T03:10:49Z,Notification,3334b280-ea5a-46c6-85d0-f5c030c2c851,matched
1786067037.9922612,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786067328.999222,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786067599.58752,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786067617.385834,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786068023.9456372,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786068049.273417,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786068050.3156512,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786068081.969086,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786068094.926481,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786068107.951961,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786068512.430086,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786068526.451251,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786068539.929481,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786068547.5209541,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786068682.039667,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786069204.456186,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786069340.751908,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786069373.787519,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786069402.891066,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786069487.169185,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786069535.416905,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786069595.1757371,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786069654.775488,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786069797.113655,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786069888.557408,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786069967.736793,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786069993.984415,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070007.974102,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070022.2275012,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070035.545249,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070074.758967,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070159.161922,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070167.609231,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070177.0547001,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070245.0407832,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070256.162119,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070269.792463,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070279.6015801,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070297.248495,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070318.080826,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070319.329969,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070330.3335302,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070373.955592,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070416.244575,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070428.052713,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070473.6859992,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070505.0337842,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070516.0016682,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070545.238711,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070575.6383219,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070589.187124,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070597.0107641,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070609.6804621,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070619.198394,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070673.127627,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070724.017399,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070739.86111,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070747.641263,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070748.982527,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786070779.6313899,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786071234.990271,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786071269.609761,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786071334.9807281,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786071338.672531,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786071340.064157,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786071388.806154,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786071389.657994,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786071442.0809002,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786071567.536198,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786071584.691884,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786071643.610005,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786071689.204855,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786071829.419677,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786071898.4704971,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786071905.8393211,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786071925.7645068,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786071999.460423,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786072144.734119,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
1786072146.840703,PreToolUse,3334b280-ea5a-46c6-85d0-f5c030c2c851,missed
2026-08-07T03:12:03Z,SessionEnd,3334b280-ea5a-46c6-85d0-f5c030c2c851,matched
2026-08-07T03:08:04Z,Stop,3334b280-ea5a-46c6-85d0-f5c030c2c851,matched
2026-08-07T03:09:48Z,Stop,3334b280-ea5a-46c6-85d0-f5c030c2c851,matched
2026-08-07T01:33:53Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T01:38:11Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T01:43:17Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T01:48:39Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T01:58:43Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T02:01:14Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T02:05:49Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T02:14:14Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T02:19:42Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T02:20:36Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T02:23:00Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T02:23:37Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T02:29:47Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T02:37:09Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T02:39:02Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T02:42:02Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T03:02:53Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T03:06:48Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T03:09:11Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T03:15:09Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T03:24:39Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
2026-08-07T03:30:34Z,Notification,3aaad826-c51a-4bd3-8720-7f6b141130b4,matched
1786066273.15286,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066287.661644,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066315.595912,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066322.550028,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066334.299532,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066393.792931,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066396.135044,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066398.249381,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066399.715796,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066401.77304,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066403.794143,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066427.3084302,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066485.410311,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066510.207884,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066512.491946,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066513.618475,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066551.650322,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066552.9409332,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066554.741282,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066567.261464,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066569.015195,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066600.087803,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066602.360209,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066605.98808,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066639.8938189,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066685.140652,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066792.532894,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066809.346543,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066831.6551979,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066833.615333,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066868.807054,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066938.623907,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066947.97601,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066948.161737,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066949.6055481,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066953.691156,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066954.27619,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066954.816115,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066977.509438,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786066991.594465,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067097.732129,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067295.3326159,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067297.051098,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067310.013079,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067311.1041222,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067313.017486,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067382.592415,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067449.348335,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067467.188928,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067468.5549371,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067490.551393,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067500.218724,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067501.587211,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067547.380029,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067549.5349262,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067550.528144,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067550.683712,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067560.443677,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067567.0122628,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067595.1396532,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067597.059812,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067649.903635,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067651.239201,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067652.427592,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067689.474644,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067691.678155,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067696.90841,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067745.26921,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067747.517465,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067764.337873,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067813.482174,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067814.321352,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067860.3330991,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067862.5004501,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067902.228045,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067917.576353,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067922.704793,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067954.745547,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067959.433897,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067963.910719,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067981.7203782,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786067997.236466,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786068099.109568,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786068235.197533,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786068238.739795,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786068265.249314,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786068265.694026,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786068293.183274,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786068295.546329,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786068343.390883,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786068733.291487,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786068733.886456,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786068734.44639,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786068734.831603,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786068801.7480881,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786068809.8117728,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786068848.690364,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786069019.653279,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786069063.823564,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786069065.098231,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786069083.440208,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786069086.866501,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786069093.578878,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786069096.0897012,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786069122.649861,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786069127.872988,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786069131.86863,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786069138.940081,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786069150.435633,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786069176.072895,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786069229.895464,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786069348.439095,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786069361.1254358,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
1786069361.625941,PreToolUse,3aaad826-c51a-4bd3-8720-7f6b141130b4,missed
